,country,ISO,year,population,GDP,inflation,unemployment,GDP_change,ConfirmedCases,ConfirmedDeaths,CasesPer1k,DeathsPer1k,PopulationVaccinated,StringencyIndex,GovernmentResponseIndex,ContainmentHealthIndex,EconomicSupportIndex
283,Germany,DEU,2021,83196078.0,4259934911821.64,3.14296967309964,3.5699999332428,,7109182.0,111602.0,85.21461853218395,1.3377237855816313,70.96,61.776,62.15490410958904,65.67580821917808,37.5
292,Greece,GRC,2018,10732882.0,212049447242.111,0.625621413453588,19.1800003051758,6792432349.608978,,,,,,,,,
293,Greece,GRC,2019,10721582.0,205257014892.502,0.25300752203812,17.0400009155273,16331018955.695007,,,,,,,,,
294,Greece,GRC,2020,10698599.0,188925995936.807,-1.24798355581408,15.8999996185303,-25947883896.841003,138850.0,4838.0,13.247632552176208,0.4615919790236117,0.0,66.15894545454545,66.49945454545454,65.51916363636364,73.36363636363636
295,Greece,GRC,2021,10641221.0,214873879833.648,1.22382501019855,14.6599998474121,,1210853.0,20790.0,116.32066593836544,1.997192594690369,67.8,72.27019178082192,78.17342465753424,76.84038356164385,87.5
308,Guatemala,GTM,2018,16346950.0,73328024537.1848,3.75186186704512,2.27999997138977,-3842396630.328598,,,,,,,,,
309,Guatemala,GTM,2019,16604026.0,77170421167.5134,3.69998398008601,2.19000005722046,-455065810.7427063,,,,,,,,,
313,Guinea,GIN,2019,12877539.0,13442861443.7506,9.47077937313535,5.01999998092651,-734974372.5270996,,,,,,,,,
316,Guinea-Bissau,GNB,2018,1924955.0,1504630120.99275,0.381324702791038,3.20000004768372,64991677.611419916,,,,,,,,,
320,Guyana,GUY,2018,785514.0,4787636237.24043,1.28284288443518,14.0200004577637,-386123954.60609055,,,,,,,,,
321,Guyana,GUY,2019,798753.0,5173760191.84652,2.0872308916202,13.5200004577637,-297496402.87769985,,,,,,,,,
328,Honduras,HND,2018,9792850.0,24067778953.842,4.34734937777536,5.61999988555908,-1022197992.9316025,,,,,,,,,
329,Honduras,HND,2019,9958829.0,25089976946.7736,4.36587159819272,5.55000019073486,1262136137.0722008,,,,,,,,,
330,Honduras,HND,2020,10121763.0,23827840809.7014,3.46841177951168,10.6800003051758,-4660827491.938698,121827.0,3130.0,11.941791083399922,0.3068105271494968,0.0,88.99658181818182,74.5176,73.42312727272727,82.18181818181819
332,"Hong Kong, SAR China",HKG,2018,7452600.0,361731070995.726,2.40613432046539,2.80999994277954,-1321418188.6690063,,,,,,,,,
333,"Hong Kong, SAR China",HKG,2019,7507900.0,363052489184.395,2.8832085377399,2.92000007629395,18120297156.343994,,,,,,,,,
334,"Hong Kong, SAR China",HKG,2020,7481000.0,344932192028.051,0.250962021080809,5.80999994277954,-24244208939.375977,,,,,,,,,
335,"Hong Kong, SAR China",HKG,2021,7413100.0,369176400967.427,1.56875834445927,5.17000007629395,,,,,,,,,,
336,Hungary,HUN,2018,9775564.0,160564628963.713,2.85024792594642,3.71000003814697,-3423965958.1889954,,,,,,,,,
337,Hungary,HUN,2019,9771141.0,163988594921.902,3.3385863538201,3.42000007629395,6806549661.671997,,,,,,,,,
338,Hungary,HUN,2020,9750149.0,157182045260.23,3.3267438576673,4.25,-24665976973.660004,322514.0,9537.0,33.14286007897421,0.9800611960199466,0.0,57.3016,53.911781818181815,53.10898181818182,59.54545454545455
339,Hungary,HUN,2021,9709891.0,181848022233.89,5.11096534382858,4.05000019073486,,1256415.0,39186.0,129.68043608603023,4.044569324997855,60.01,48.19843835616438,53.6992602739726,55.7491506849315,39.34931506849315
340,Iceland,ISL,2018,352721.0,26264127686.6137,2.68291768267388,2.70000004768372,1438025566.9780006,,,,,,,,,
341,Iceland,ISL,2019,360563.0,24826102119.6357,3.01397179156056,3.50999999046326,3131427309.703602,,,,,,,,,
342,Iceland,ISL,2020,366463.0,21694674809.9321,2.84792401518658,6.42999982833862,-3907744400.4053,5754.0,29.0,15.593580453010588,0.0785912118764871,0.0,46.23465454545455,54.60385454545455,48.62563636363636,96.45454545454544
343,Iceland,ISL,2021,372520.0,25602419210.3374,4.44423970189747,5.98999977111816,,27059.0,37.0,72.80343959189823,0.0995501409845239,76.14,37.797917808219175,54.68224657534247,49.01487671232877,94.34931506849315
344,India,IND,2018,1369003306.0,2702929718960.46,3.93882646691634,7.65000009536743,-128622503559.53027,,,,,,,,,
345,India,IND,2019,1383112050.0,2831552222519.99,3.72950573539126,6.51000022888184,163864270723.49023,,,,,,,,,
346,India,IND,2020,1396387127.0,2667687951796.5,6.62343677628532,7.8600001335144,-508607113700.74023,10286709.0,148994.0,7.332942195426111,0.1062112663501337,0.0,78.97901818181818,68.88505454545454,70.39912727272728,58.27272727272727
348,Indonesia,IDN,2018,267066843.0,1042271531011.99,3.19834641562404,4.3899998664856,-76828337253.26001,,,,,,,,,
349,Indonesia,IDN,2019,269582878.0,1119099868265.25,3.03058664969491,3.58999991416931,60410932810.46997,,,,,,,,,
350,Indonesia,IDN,2020,271857970.0,1058688935454.78,1.92096800566845,4.25,-127404055865.26001,743198.0,22138.0,2.723433422700325,0.0811242348764929,0.0,64.90865454545455,54.56992727272727,58.02436363636364,30.40909090909091
351,Indonesia,IDN,2021,273753191.0,1186092991320.04,1.56012990525685,3.82999992370605,,4262720.0,144094.0,15.522458684160576,0.524710316801346,41.26,68.63630136986302,64.71558904109588,68.60216438356164,37.5
352,"Iran, Islamic Republic of",IRN,2018,85617562.0,331682036227.963,18.0141183371874,12.1899995803833,47935351047.625,,,,,,,,,
353,"Iran, Islamic Republic of",IRN,2019,86564202.0,283746685180.338,39.9073455697783,10.7399997711182,44011114077.84302,,,,,,,,,
354,"Iran, Islamic Republic of",IRN,2020,87290193.0,239735571102.495,30.5941390387295,9.6899995803833,-119977581622.568,,,,,,,,,
359,Iraq,IRQ,2021,43533592.0,207889333724.138,6.04186489058039,16.1700000762939,,2093740.0,24158.0,47.58914350019885,0.549093263097521,12.67,70.81345205479452,61.91786301369863,65.10457534246575,39.62328767123287
360,Ireland,IRL,2018,4867316.0,385736680797.118,0.488370168032449,5.73999977111816,-13585020835.31305,,,,,,,,,
361,Ireland,IRL,2019,4934340.0,399321701632.431,0.939044481054341,4.94999980926514,-26530580295.68994,,,,,,,,,
362,Ireland,IRL,2020,4985382.0,425852281928.121,-0.334584625428444,5.61999988555908,-78330321347.42102,91779.0,2237.0,18.47714309412776,0.45035758835424,0.0,70.19,67.93625454545455,63.83814545454546,96.63636363636364
363,Ireland,IRL,2021,5033165.0,504182603275.542,2.35814296241712,6.19000005722046,,788559.0,5912.0,157.5262970326144,1.181009243514837,77.28,58.556876712328766,71.24394520547945,67.1361095890411,100.0
368,Israel,ISR,2018,8882800.0,376691526553.276,0.817323896191417,4.0,-25778987065.87201,,,,,,,,,
369,Israel,ISR,2019,9054000.0,402470513619.148,0.844128708733833,3.79999995231628,-10797155612.373962,,,,,,,,,
370,Israel,ISR,2020,9215100.0,413267669231.522,-0.588430300016595,4.32999992370605,-75258876647.36902,423262.0,3325.0,47.93788015813106,0.3765834200230253,0.0,68.75796363636363,69.58152727272727,66.30236363636364,92.54545454545456
371,Israel,ISR,2021,9364000.0,488526545878.891,1.49228845352231,4.96000003814697,,1383932.0,8243.0,154.27189729089028,0.9188769747132146,62.89,51.76084931506849,63.771315068493145,62.16671232876712,75.0
372,Italy,ITA,2018,60421760.0,2091932426266.98,1.13748763600395,10.6099996566772,80630227439.53003,,,,,,,,,
373,Italy,ITA,2019,59729081.0,2011302198827.45,0.611246943765291,9.94999980926514,114546897309.31006,,,,,,,,,
374,Italy,ITA,2020,59438851.0,1896755301518.14,-0.13770757391657,9.15999984741211,-210947541151.5901,2107166.0,74159.0,35.497326631835755,1.2492828024419091,0.0,73.51174545454545,70.5972,70.77185454545456,69.36363636363636
375,Italy,ITA,2021,59109668.0,2107702842669.73,1.87378325762491,9.5,,6125683.0,137402.0,103.61544602956052,2.324144020406161,75.76,64.68704109589041,73.65241095890411,73.46000000000001,75.0
376,Jamaica,JAM,2018,2811835.0,15730793852.7913,3.7366388215216,5.46999979019165,-99974697.10029984,,,,,,,,,
377,Jamaica,JAM,2019,2813773.0,15830768549.8916,3.90510000865876,4.98999977111816,2018343513.3052006,,,,,,,,,
378,Jamaica,JAM,2020,2820436.0,13812425036.5864,5.22677779293517,6.5,-845161900.4871006,12827.0,302.0,4.538285124741809,0.1068497784105423,0.0,77.49927272727273,67.66694545454546,70.29501818181818,49.27272727272727
379,Jamaica,JAM,2021,2827695.0,14657586937.0735,5.86278242801063,8.35000038146973,,93920.0,2473.0,33.199115868519904,0.8741632617424375,20.05,73.64923287671233,70.16139726027397,76.89736986301371,23.013698630136982
380,Japan,JPN,2018,126811000.0,5037835383110.97,0.989094598021806,2.47000002861023,-85482768399.65039,,,,,,,,,
381,Japan,JPN,2019,126633000.0,5123318151510.62,0.468776159383912,2.34999990463257,83210397426.50977,,,,,,,,,
382,Japan,JPN,2020,126261000.0,5040107754084.11,-0.0249958340276592,2.79999995231628,99229973328.78027,235749.0,3492.0,1.886795759899351,0.0279479055841956,0.0,36.15290909090909,49.24996363636364,43.16803636363637,91.8181818181818
383,Japan,JPN,2021,125681593.0,4940877780755.33,-0.233352779398279,2.79999995231628,,1733307.0,18392.0,13.94697916313796,0.1479904256824863,80.44,48.84783561643835,57.73986301369863,51.70476712328767,100.0
384,Jordan,JOR,2018,10459865.0,43370860549.1337,4.46231108475485,18.2600002288818,-1623131815.9960022,,,,,,,,,
385,Jordan,JOR,2019,10698683.0,44993992365.1297,0.761514047265513,16.7999992370605,811694073.3090973,,,,,,,,,
386,Jordan,JOR,2020,10928721.0,44182298291.8206,0.33329435062843,19.2099990844727,-1561973367.0934982,294494.0,3834.0,26.67429926456236,0.3472711273585611,0.0,71.72098181818183,57.8004,60.69840000000001,37.5
387,Jordan,JOR,2021,11148278.0,45744271658.9141,1.34609377243118,19.8400001525879,,1063405.0,12653.0,94.47290779562178,1.124092610377046,34.86,50.42345205479453,48.62654794520547,52.22454794520548,23.42465753424657
388,Kazakhstan,KAZ,2018,18276452.0,179339994859.384,6.01913096570673,4.84999990463257,-2327195216.1569824,,,,,,,,,
389,Kazakhstan,KAZ,2019,18513673.0,181667190075.541,5.24547679608388,4.80000019073486,10584810542.552979,,,,,,,,,
390,Kazakhstan,KAZ,2020,18755666.0,171082379532.988,6.74900183815967,4.8899998664856,-26029875827.623993,201196.0,2749.0,10.535240110069266,0.1439460777678503,0.0,79.18447272727272,65.04043636363636,70.2093090909091,28.863636363636363
393,Kenya,KEN,2019,50951450.0,100379713697.421,5.23585999425422,5.01000022888184,-286828968.298996,,,,,,,,,
397,Kiribati,KIR,2019,124241.0,177935349.322211,-1.81307995302948,8.5600004196167,-2976494.3224110007,,,,,,,,,
398,Kiribati,KIR,2020,126463.0,180911843.644622,,10.9700002670288,-26119406.355378002,0.0,0.0,0.0,0.0,0.0,23.41872727272727,15.254436363636364,17.440254545454547,0.0
404,Korea (South),KOR,2018,51585058.0,1724845615629.26,1.47583935002643,3.8199999332428,73422683181.48999,,,,,,,,,
405,Korea (South),KOR,2019,51764822.0,1651422932447.77,0.383000303608079,3.75,7110100541.600098,,,,,,,,,
406,Korea (South),KOR,2020,51836239.0,1644312831906.17,0.537288023411772,3.9300000667572,-166643039474.81006,,,,,,,,,
407,Korea (South),KOR,2021,51744876.0,1810955871380.98,2.49833333333334,3.64000010490417,,,,,,,,,,
412,Kyrgyzstan,KGZ,2018,6322800.0,8271108638.39931,1.54266145238431,3.67000007629395,-599917435.7983103,,,,,,,,,
413,Kyrgyzstan,KGZ,2019,6456200.0,8871026074.19762,1.13362257718798,4.25,1090151537.5370808,,,,,,,,,
414,Kyrgyzstan,KGZ,2020,6579900.0,7780874536.66054,6.32542296338083,4.63000011444092,-762548965.9528608,,,,,,,,,
415,Kyrgyzstan,KGZ,2021,6691800.0,8543423502.6134,11.9050398185147,4.09999990463257,,,,,,,,,,
420,Latvia,LVA,2018,1927174.0,34429023435.0211,2.53445424186602,7.40999984741211,85062362.19760132,,,,,,,,,
421,Latvia,LVA,2019,1913822.0,34343961072.8235,2.81140920075622,6.30999994277954,-257779250.51509857,,,,,,,,,
422,Latvia,LVA,2020,1900449.0,34601740323.3386,0.219064904842049,8.10000038146973,-5251761256.482498,40904.0,635.0,21.678343915287837,0.3365379519413205,0.0,49.3636,53.90443636363637,52.30669090909091,65.0909090909091
423,Latvia,LVA,2021,1884490.0,39853501579.8211,3.27582937431157,7.51000022888184,,276674.0,4570.0,148.67129004211765,2.455698025446835,68.22,49.57482191780822,51.50564383561644,51.12482191780822,54.17808219178082
425,Lebanon,LBN,2019,5781907.0,51953744530.2445,3.0053894939038,11.3000001907349,20241616276.4484,,,,,,,,,
429,Lesotho,LSO,2019,2225702.0,2453980835.24819,5.18708359197993,16.8799991607666,222766327.77207994,,,,,,,,,
444,Lithuania,LTU,2018,2801543.0,53751411409.4447,2.69792779208397,6.15000009536743,-1000098678.3355942,,,,,,,,,
445,Lithuania,LTU,2019,2794137.0,54751510087.7803,2.33450937988024,6.26000022888184,-2095112816.6588058,,,,,,,,,
446,Lithuania,LTU,2020,2794885.0,56846622904.4391,1.19989444983569,8.48999977111816,-9598633680.928001,145052.0,1800.0,51.71870972066577,0.6417952010120398,0.0,56.76505454545455,55.6196,53.74723636363636,68.72727272727273
447,Lithuania,LTU,2021,2800839.0,66445256585.3671,4.68354420903459,7.1100001335144,,524427.0,7397.0,189.41490998559595,2.671681834008267,66.62,46.80186301369863,59.50408219178082,56.862684931506855,77.97945205479452
448,Luxembourg,LUX,2018,607950.0,71000359760.4611,1.52819524307373,5.59000015258789,1174717909.4494019,,,,,,,,,
449,Luxembourg,LUX,2019,620001.0,69825641851.0117,1.74332075653843,5.59000015258789,-4166949434.2911987,,,,,,,,,
450,Luxembourg,LUX,2020,630419.0,73992591285.3029,0.819957302126994,6.76999998092651,-11513652548.478699,46415.0,495.0,73.12673304764306,0.7798714393748424,0.0,51.23912727272727,58.72305454545455,53.478218181818185,95.45454545454544
451,Luxembourg,LUX,2021,640064.0,85506243833.7816,2.52692009066169,5.25,,103766.0,915.0,161.1468469783607,1.420979559636105,5.85,46.04334246575343,55.21898630136987,56.9413698630137,43.18493150684932
452,"Macao, SAR China",MAC,2018,650991.0,55284360483.1217,3.00446293166949,1.83000004291534,79602413.6092987,,,,,,,,,
453,"Macao, SAR China",MAC,2019,663653.0,55204758069.5124,2.75193081051976,1.75,29745194414.0318,,,,,,,,,
454,"Macao, SAR China",MAC,2020,676283.0,25459563655.4806,0.81141051149158,2.5699999332428,-4664351153.088501,,,,,,,,,
456,"Macedonia, Republic of",MKD,2018,2076217.0,12683070061.4695,1.45831298507127,21.2000007629395,76731612.9224987,,,,,,,,,
457,"Macedonia, Republic of",MKD,2019,2076694.0,12606338448.547,0.766439573459688,17.3899993896484,242757913.86590004,,,,,,,,,
458,"Macedonia, Republic of",MKD,2020,2072531.0,12363580534.6811,1.20007348888482,16.5499992370605,-1461469297.1147995,,,,,,,,,
459,"Macedonia, Republic of",MKD,2021,2065092.0,13825049831.7959,3.23074912132919,15.7799997329712,,,,,,,,,,
466,Malawi,MWI,2020,19377061.0,12182348212.7073,8.62551469650552,0.910000026226044,-444369279.1868,6583.0,189.0,0.3352986906237232,0.0096265308412401,0.0,56.91872727272728,49.59534545454545,50.0656,46.31818181818182
468,Malaysia,MYS,2018,32399271.0,358791603677.728,0.884709160571244,3.29999995231628,-6383532109.839966,,,,,,,,,
469,Malaysia,MYS,2019,32804020.0,365175135787.568,0.662891865764376,3.25999999046326,27837203112.416016,,,,,,,,,
470,Malaysia,MYS,2020,33199993.0,337337932675.152,-1.13870215393056,4.53999996185303,-35643024532.87103,113010.0,471.0,3.3839029345364358,0.0141033384847948,0.0,66.18392727272727,68.89549090909091,68.08854545454545,74.54545454545455
473,Maldives,MDV,2019,504508.0,5609400721.62268,0.220029731065343,4.55999994277954,1863078785.24539,,,,,,,,,
476,Mali,MLI,2018,19934298.0,17070866299.0945,0.299546507387888,1.62000000476837,-209384894.85820198,,,,,,,,,
478,Mali,MLI,2020,21224040.0,17465392915.9153,0.438088940320712,3.52999997138977,-1675068689.907402,7090.0,269.0,0.3288299095522955,0.0124760572171463,0.0,49.20818181818182,44.95498181818182,45.87236363636364,38.54545454545455
480,Malta,MLT,2018,484630.0,15298771846.9532,1.15782362451512,3.66000008583069,-427076132.4490013,,,,,,,,,
481,Malta,MLT,2019,504062.0,15725847979.4022,1.64206001768947,3.61999988555908,792781160.4416008,,,,,,,,,
482,Malta,MLT,2020,515332.0,14933066818.9606,0.638544956776653,4.34999990463257,-2430978124.859602,12774.0,219.0,24.512541233226067,0.4202478886861209,0.0,54.67996363636364,59.61592727272728,59.20461818181818,62.5
483,Malta,MLT,2021,518536.0,17364044943.8202,1.49789217934737,3.39000010490417,,52473.0,476.0,98.56398215543555,0.8941065977929091,81.73,51.80452054794521,63.21986301369863,63.3212602739726,62.5
485,Marshall Islands,MHL,2019,44728.0,232092300.0,,6.34000015258789,-9630100.0,,,,,,,,,
489,Mauritania,MRT,2019,4383849.0,8066126312.31807,2.30009262117938,10.4200000762939,-339364889.4286699,,,,,,,,,
492,Mauritius,MUS,2018,1265303.0,14735695930.9727,3.2160538314458,6.42999982833862,299342032.9925003,,,,,,,,,
493,Mauritius,MUS,2019,1265711.0,14436353897.9802,0.405655190309511,6.32999992370605,3035303243.417799,,,,,,,,,
494,Mauritius,MUS,2020,1265740.0,11401050654.5624,2.58080077182828,8.63000011444092,-127992017.79039955,527.0,10.0,0.4057919680910453,0.0077000373451811,0.0,36.46814545454546,45.27250909090909,43.22,59.63636363636363
495,Mauritius,MUS,2021,1266060.0,11529042672.3528,4.02852888157379,8.19999980926514,,68480.0,786.0,52.71203740337794,0.6050184199628368,70.02,52.53958904109589,64.08339726027397,61.14432876712329,84.65753424657534
496,Mexico,MEX,2018,124013861.0,1222408203104.3,4.89935015356549,3.26999998092651,-46603564374.26001,,,,,,,,,
497,Mexico,MEX,2019,125085311.0,1269011767478.56,3.6359614212705,3.48000001907349,178496377729.15002,,,,,,,,,
498,Mexico,MEX,2020,125998302.0,1090515389749.41,3.39683415569999,4.44000005722046,-182323944369.89,1426094.0,125807.0,11.28362633301996,0.995417677991943,0.0,74.11821818181818,56.99447272727273,61.86396363636364,22.90909090909091
499,Mexico,MEX,2021,126705138.0,1272839334119.3,5.68920847683764,4.09000015258789,,3979723.0,299428.0,31.330447802934835,2.3572528351187185,57.08,49.1213698630137,50.25224657534247,53.096,30.34246575342466
504,Moldova,MDA,2018,2707203.0,11457443185.0542,3.04505397337073,1.24000000953674,-513901817.7215004,,,,,,,,,
505,Moldova,MDA,2019,2664224.0,11971345002.7757,4.83778351428719,1.5,111614459.22319984,,,,,,,,,
506,Moldova,MDA,2020,2635130.0,11859730543.5525,3.76597122245352,1.21000003814697,-1819490789.6527004,144818.0,2985.0,47.10033922339633,0.9708358945838088,0.0,63.8,59.462363636363634,62.63872727272728,37.22727272727273
507,Moldova,MDA,2021,2615199.0,13679221333.2052,5.10641129002835,0.790000021457672,,376155.0,10275.0,123.39654691089554,3.370683679625292,30.01,53.74821917808219,54.81745205479452,57.29235616438356,37.5
512,Mongolia,MNG,2018,3163991.0,13178094459.4548,6.82424790145521,5.38000011444092,-1028264547.3547001,,,,,,,,,
513,Mongolia,MNG,2019,3232430.0,14206359006.8095,7.30106953550724,9.27000045776367,893377412.2364998,,,,,,,,,
514,Mongolia,MNG,2020,3294335.0,13312981594.573,3.79604026111249,6.59000015258789,-1973460223.5706997,1195.0,1.0,0.3597006447822186,0.0003010047236671,0.0,63.29836363636363,57.36992727272728,56.48992727272727,63.54545454545455
515,Mongolia,MNG,2021,3347782.0,15286441818.1437,7.35281243380224,7.75,,692621.0,1986.0,205.32092947146432,0.5887308729165419,63.66,58.9547397260274,59.90975342465754,60.327616438356166,56.98630136986301
516,Montenegro,MNE,2018,622227.0,5506766650.92111,2.61122378263797,15.1899995803833,-35287194.371629715,,,,,,,,,
517,Montenegro,MNE,2019,622028.0,5542053845.29274,0.361563704540798,15.1300001144409,772193104.552,,,,,,,,,
518,Montenegro,MNE,2020,621306.0,4769860740.74074,-0.255655699848551,17.8799991607666,-1091407298.0574598,,,,,,,,,
528,Myanmar,MMR,2018,52666014.0,67144725830.5753,6.87232865662918,0.769999980926514,-1553033530.6557007,,,,,,,,,
529,Myanmar,MMR,2019,53040212.0,68697759361.231,8.82506696804562,0.409999996423721,-10232497865.859802,,,,,,,,,
530,Myanmar,MMR,2020,53423198.0,78930257227.0908,,1.48000001907349,13838505953.802902,124630.0,2682.0,2.324387558940793,0.0500201190169237,0.0,79.43541818181819,65.17538181818182,71.13301818181817,23.454545454545453
532,Namibia,NAM,2018,2405680.0,13682062250.8152,4.29159105337873,19.8799991607666,1140134146.191,,,,,,,,,
544,Netherlands,NLD,2018,17231624.0,914043438179.607,1.70349794744475,3.82999992370605,3849090610.981079,,,,,,,,,
545,Netherlands,NLD,2019,17344874.0,910194347568.626,2.63369910249593,3.38000011444092,400880907.14501953,,,,,,,,,
546,Netherlands,NLD,2020,17441500.0,909793466661.481,1.2724603778917,3.8199999332428,-103053294315.24902,805164.0,11432.0,46.09672340236968,0.6544973967240092,0.0,61.361018181818174,57.61734545454546,56.32229090909091,66.68181818181819
547,Netherlands,NLD,2021,17533044.0,1012846760976.73,2.67572008805381,4.21000003814697,,3148315.0,20924.0,179.5287249438359,1.1931649281361052,67.08,57.80901369863014,61.78605479452055,61.5131506849315,63.6986301369863
549,New Caledonia,NCL,2019,271230.0,9438130987.37298,,10.8800001144409,2601060.1258792877,,,,,,,,,
550,New Caledonia,NCL,2020,271130.0,9435529927.2471,,13.5600004196167,-635822032.8006,,,,,,,,,
552,New Zealand,NZL,2018,4900600.0,211953111035.513,1.59829703801698,4.32999992370605,-1481460322.4710083,,,,,,,,,
553,New Zealand,NZL,2019,4979200.0,213434571357.984,1.61963190184049,4.1100001335144,1700039049.9710083,,,,,,,,,
554,New Zealand,NZL,2020,5090200.0,211734532308.013,1.71456170007244,4.59999990463257,-38151154721.621,2162.0,26.0,0.424273382771714,0.0051022700980872,0.0,40.99512727272728,47.82261818181818,43.8476,75.63636363636364
555,New Zealand,NZL,2021,5122600.0,249885687029.634,3.94112060778728,3.77999997138977,,14118.0,48.0,2.7340944953254303,0.0092956888918841,74.37,44.59435616438356,53.06213698630137,51.37504109589041,64.86301369863014
556,Nicaragua,NIC,2018,6572233.0,13025239912.2751,4.94723728039882,5.19999980926514,428603870.0430012,,,,,,,,,
565,Nigeria,NGA,2019,203304492.0,448120015209.524,11.3967949687168,10.6999998092651,15921079207.346985,,,,,,,,,
572,Norway,NOR,2018,5311916.0,436999692591.454,2.76483134528794,3.79999995231628,32058328955.089966,,,,,,,,,
573,Norway,NOR,2019,5347896.0,404941363636.364,2.16773003305405,3.69000005722046,42743045201.104004,,,,,,,,,
574,Norway,NOR,2020,5379475.0,362198318435.26,1.28658490707998,4.42000007629395,-119976536046.69598,49567.0,436.0,9.193165153328538,0.0808646883380322,0.0,49.01850909090909,42.96945454545455,43.75145454545454,37.5
575,Norway,NOR,2021,5408320.0,482174854481.956,3.48388055266678,4.36999988555908,,394259.0,1305.0,72.81783729403458,0.2410275419678818,72.31,50.34126027397261,54.66668493150685,57.119506849315066,37.5
576,Oman,OMN,2018,4601157.0,91505851755.5267,0.881302104009536,1.79999995231628,3444993498.0494995,,,,,,,,,
578,Oman,OMN,2020,4543399.0,75909397659.2978,-0.903874872278535,2.94000005722046,-12282579713.9142,128867.0,1499.0,28.65200378596786,0.3332843449072751,0.0,76.62429090909092,67.97181818181818,69.23567272727273,59.13636363636363
579,Oman,OMN,2021,4520471.0,88191977373.212,1.54663705583755,1.89999997615814,,305489.0,4116.0,67.23973269538028,0.9059532087053388,63.42,56.8271506849315,58.24531506849316,60.32183561643836,43.6986301369863
580,Pakistan,PAK,2018,219731479.0,356128224957.085,5.07805725868917,4.07999992370605,35218735727.362,,,,,,,,,
581,Pakistan,PAK,2019,223293280.0,320909489229.723,10.5783618004555,4.82999992370605,20483822456.679993,,,,,,,,,
